gene,log2FC,pval,is_DEG
Rcr2p,1.3291439208440678,0.0013648071060906632,True
Crf1p,3.145406763555873,0.0013655292491100291,True
putative serine hydrolase,-1.6271272013391256,0.0013661601801000084,True
Hsp70 family ATPase SSB1,-1.473000705127765,0.001370503431153032,True
hexose transporter HXT5,7.0810388764037455,0.0013758937495156956,True
SNAP receptor PEP12,1.66269864586625,0.0013802802283568508,True
NADPH:quinone reductase,4.029632716584117,0.0013975088911873696,True
Ics2p,3.408278958814396,0.0013979559497526801,True
Atg36p,2.981702039688435,0.0014010323295635587,True
proteolipid ATPase,-1.4978007094664747,0.001402105960321989,True
malate dehydrogenase (oxaloacetate-decarboxylating),-1.8254856753455204,0.0014093402836181633,True
ubiquitin-protein transferase activating protein PEX22,1.310254519517601,0.001414308522363599,True
bifunctional diacylglycerol cholinephosphotransferase/ethanolaminephosphotransferase,-1.2910680532931966,0.0014198964443257564,True
indolepyruvate decarboxylase 6,4.852261805637532,0.0014199439026057038,True
phosphopyruvate hydratase ERR3,4.274804367855561,0.001426099221600705,True
pyridoxine biosynthesis protein SNZ3,1.7584131613045142,0.0014282792124650399,True
SUMO ligase MMS21,1.0576749440616333,0.0014395826269248259,True
acylglycerone-phosphate reductase,2.27374541658566,0.0014440391478201307,True
glutathione-independent methylglyoxalase family protein,4.797521483466878,0.0014471570970899194,True
Mfm1p,1.6715197865007316,0.0014567363944998852,True
4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase,2.8253546680714074,0.0014641818095857857,True
cytochrome c isoform 2,2.4869654802389083,0.0014645017692132768,True
Sen15p,1.1589340424096912,0.0014820198989620118,True
D-arabinose 1-dehydrogenase (NAD(P)(+)) ARA2,1.116505471315162,0.0014877139962623691,True
Tog1p,1.252285197772598,0.0014886311980883405,True
putative thioredoxin peroxidase SCO2,1.2961907971401834,0.001491902655464133,True
hypothetical protein,2.124350130622396,0.0015009628584589556,True
RNA lariat debranching enzyme,1.2756667188331647,0.0015191216205352254,True
hypothetical protein,1.7650142754027534,0.001522622919729999,True
hypothetical protein,1.697086443162736,0.00152357092419769,True
glycerol kinase,2.9749488373524686,0.0015240094262625478,True
alpha-mannosidase,4.044254715211579,0.0015272042382365354,True
protein phosphatase regulator GAC1,2.1888080931567315,0.0015294635468194424,True
citrate (Si)-synthase CIT3,4.770269245100663,0.001531159803937158,True
ubiquinol--cytochrome-c reductase subunit 8,1.1880400049030504,0.0015405118022598797,True
Fis1p,1.1496669655045233,0.001545133537056844,True
translation elongation factor EF-3,-1.0095948222790199,0.0015503212314225728,True
Pns1p,1.762664633111335,0.0015518858112649342,True
Lot5p,-1.010775693835403,0.0015537233490578986,True
putative ATP-dependent kinase,1.6538525830895079,0.0015583028835548787,True
thiamine transporter THI7,1.4922543060444733,0.0015585466373039323,True
transcription factor HAC1,-1.3686046733818564,0.0015655808894411646,True
phosphopantothenoylcysteine decarboxylase complex subunit VHS3,1.3994767720553138,0.0015705531386304402,True
methionine--tRNA ligase MES1,-1.1372009025964056,0.0015707468827643152,True
Ina17p,1.3812232159263544,0.0015791196113229288,True
glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) TDH1,3.9361089015444604,0.0015871786437282299,True
hypothetical protein,4.2023615450271254,0.001588473590997139,True
Thi2p,1.5128343932367811,0.0015982166678902663,True
"alpha,alpha-trehalase NTH2",2.0455739855455426,0.0016039720846110171,True
hypothetical protein,1.1594438519442711,0.001613928858549471,True
Arr3p,1.4067403092255248,0.0016168497176821425,True
L-serine/L-threonine ammonia-lyase CHA1,1.8480225671142185,0.0016335711097057548,True
hypothetical protein,1.2022365111019706,0.0016346799364329726,True
phosphoglycerate dehydrogenase SER3,-1.1073796382800492,0.001643231415683434,True
isocitrate lyase 1,4.542795309549992,0.0016447418784910491,True
branched-chain-amino-acid transaminase BAT1,-1.1803890007319442,0.0016453522214926939,True
Cos111p,2.535697637764306,0.0016639299325294245,True
autophagy protein ATG11,1.4730526879799983,0.0016649230113345704,True
transcription factor IME1,2.306003308398132,0.0016673543219957894,True
ubiquinone biosynthesis protein COQ11,1.3621784034806934,0.0016723563712453492,True
Csm4p,4.786058017744793,0.0016771672237517676,True
hypothetical protein,1.943570365787687,0.0016837465890832892,True
Rgi1p,2.845155784902408,0.0016852536955830875,True
mitogen-activated protein kinase kinase kinase STE11,1.5798195745099877,0.0016882987833214042,True
hypothetical protein,1.4829545158948187,0.0016900828238628509,True
hypothetical protein,2.280471158320327,0.0016922641830794452,True
E2 ubiquitin-conjugating protein UBC8,2.105660884744319,0.0017040989860557805,True
putative E3 ubiquitin-protein ligase HUL4,1.275142365948898,0.0017041106561281123,True
S-adenosylmethionine-dependent methyltransferase,2.305882802999492,0.0017100161541476733,True
Far3p,1.5611845656002497,0.0017142779282330232,True
Hsp70 family ATPase ECM10,1.4782976055479575,0.0017212203489385912,True
Irc6p,1.2211909925270268,0.0017248120015942489,True
Osw5p,1.4524822263731396,0.001729780309705967,True
cytochrome c oxidase subunit VIIa,1.229157682124777,0.00173394934412844,True
hypothetical protein,1.7646377577056898,0.00173445797124306,True
ATP-binding cassette multidrug transporter PDR10,2.3481528243414,0.0017458152718835367,True
succinate dehydrogenase SDH1b,4.266834165673007,0.0017494047583037908,True
hypothetical protein,2.044551747689674,0.00174966404533562,True
ribosomal 60S subunit protein L43B,-1.3096940012053242,0.0017517241463121528,True
Rme1p,1.3693313993538947,0.0017579301739413,True
xylulokinase,1.5623858057504592,0.0017764887216660402,True
chaperone ATPase HSP78,1.9732092059526014,0.001782538141642864,True
amino acid starvation-responsive transcription factor GCN4,1.0426009808114802,0.0017870416405000675,True
Fhn1p,1.1322446705331854,0.0017945247078407821,True
type 2C protein phosphatase PTC6,1.581389137740703,0.0017968589738136154,True
dihydroxyacetone kinase,1.7981446704043793,0.0017970975532630143,True
Ssh4p,1.9810097925065344,0.001800011302965626,True
Coa2p,2.0018708138359305,0.001806875727219408,True
phosphatidylinositol/phosphatidylcholine-binding protein,1.550360565146418,0.0018145509458475932,True
putative redox protein,2.869289295557535,0.0018158360174399066,True
oxidative DNA demethylase,-1.2599165446271625,0.0018175218577542091,True
8-oxo-dGTP diphosphatase,2.437479530338806,0.0018263236320893792,True
ubiquinol--cytochrome-c reductase subunit 6,1.0364292402387782,0.0018291713941127174,True
Rmi1p,1.478468019357071,0.001829962953818567,True
cytochrome c oxidase subunit VIb,1.2186817281565254,0.001874536280993503,True
Oac1p,-1.2900058129158696,0.0018758840548343107,True
hypothetical protein,3.2049222959372052,0.0018778697259119019,True
hypothetical protein,2.764376274211396,0.0018823422151783326,True
hypothetical protein,2.1051750337661685,0.0018914323986948774,True
Zip1p,1.1643668009319912,0.0018916887842524994,True
Som1p,1.3327871762333956,0.0018941340928182518,True
ubiquitin-specific protease UBP13,1.4217783313632673,0.001894425124190286,True
Hsp90 family chaperone HSP82,2.0346599616729746,0.0019011445098443946,True
proteinase A,1.4784758026266713,0.0019203848332544746,True
Hsp70 family ATPase SSA3,5.948608748110461,0.0019207148478499298,True
Tma17p,2.9334266299068723,0.001925986259022604,True
acetyl-CoA carboxylase ACC1,1.7570277046918763,0.0019366522836343953,True
U2-type spliceosomal complex subunit CWC15,1.1149358899698782,0.001937541318104513,True
hypothetical protein,-1.0080133871563661,0.0019529954305639353,True
hypothetical protein,-1.2352520392524404,0.0019752285383438065,True
Pet18p,1.1952818321604886,0.001989167305206229,True
cysteine protease ATG4,1.6642481865255787,0.001990669996636439,True
ribosomal 60S subunit protein L17A,-1.0855271079225979,0.0020013825575151715,True
Pcl10p,1.3728055945047863,0.0020070196816134433,True
"oligo-1,6-glucosidase IMA5",2.4758958495470265,0.002009658372975937,True
NEDD8 ligase DCN1,1.0181186343135091,0.002027246923125319,True
DNA-binding domain containing protein,2.3846157979831384,0.0020301002216010938,True
ribosomal 60S subunit protein L43A,-1.0814627728641675,0.002043514106175921,True
Rim8p,1.594963255786452,0.002052972970963902,True
trehalose 6-phosphate synthase/phosphatase complex subunit,3.1162394893609355,0.002065578982983051,True
hypothetical protein,-2.833218974886664,0.002081601221388614,True
ATP-dependent DNA helicase YKU70,1.1879015895143472,0.002082981393023567,True
adenine phosphoribosyltransferase APT2,1.167875302868512,0.0020887171129213614,True
protein phosphatase regulator REG2,3.2894301608346916,0.00209721578736277,True
polyphosphatase DDP1,1.1178987997653307,0.0021039096044377613,True
hypothetical protein,1.0565304894218315,0.002116802717407034,True
homoisocitrate dehydrogenase,-1.2107518605212686,0.00212072209453854,True
RNA polymerase III-inhibiting protein MAF1,1.3701936681823756,0.002131412876372967,True
Atg2p,1.1340574294325863,0.002144695657596499,True
Rie1p,2.1413313524772883,0.002168125244021844,True
cysteine-S-conjugate beta-lyase IRC7,-1.0864510367962725,0.00217224247296462,True
Nce102p,1.8973377378696767,0.002172859499406543,True
E2 ubiquitin-conjugating protein UBC5,3.1326191225745648,0.0021729197846369385,True
H/ACA snoRNP pseudouridylase subunit GAR1,-1.2158094922555325,0.0021735333261914637,True
ribosomal 40S subunit protein S14A,-1.2489782859400425,0.0021898168113383435,True
fatty acid elongase ELO3,-1.4823321253049722,0.002190062342420284,True
Haa1p,1.3075156545209143,0.002194347773937954,True
glutathione transferase GTT2,1.9991989291192245,0.002199045990430076,True
Fun14p,1.979151844848487,0.002199067863589712,True
hypothetical protein,4.643016867234817,0.0022002946214878826,True
Pcl5p,1.357339827304079,0.002208662276143333,True
dihydroorotate dehydrogenase,-1.1195854455099967,0.0022087554148487523,True
Yrr1p,1.3808390985567955,0.0022175210684267027,True
Ssp1p,1.1950126075645815,0.0022415895467432522,True
Mdm32p,1.205139816863313,0.002244241819340405,True
Mpm1p,2.575945763711263,0.0022538516196660184,True
putative serine/threonine protein kinase VHS1,1.6159000720437118,0.0022630825657471367,True
hypothetical protein,1.4333739832729955,0.0022640684598748454,True
GTP cyclohydrolase II,1.5717737374154606,0.0022643930766178028,True
Ama1p,2.4781608350599544,0.0022757319178686192,True
Gsm1p,2.607466443798318,0.002280868038391239,True
Gyp7p,1.7026764735203201,0.002282621445064574,True
putative subtilisin-like protease YSP3,1.3820819425086115,0.0022917207086482266,True
Mud1p,1.4565441931171739,0.0022923847211574156,True
proteinase B,2.791602584652531,0.0023261061408911387,True
phosphoglucomutase PGM2,3.6066646767125263,0.002326144310138113,True
sphingolipid transporter,1.0834051005446392,0.0023560391575847815,True
DNA ligase (ATP) DNL4,1.3533623972370044,0.0023623286272369108,True
pheromone-regulated protein PRM7,-1.9319350070735388,0.0023946278106147514,True
Tsr2p,-1.0308356871547195,0.0023957426533645814,True
bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,1.2389474356044277,0.0023959883947737943,True
Imp2'p,1.063348662730327,0.0023978909707451875,True
pheromone-regulated protein PRM2,1.1591914249636885,0.0024382236900947016,True
glucose-induced degradation complex subunit GID7,1.2618359549730478,0.0024655919281872008,True
Rcf1p,1.2341831239555408,0.002471209901718321,True
PAQR-type receptor,1.2839528029566463,0.002482333004836291,True
hypothetical protein,1.2064209661247527,0.00248737676285238,True
"alpha-1,3-mannosyltransferase MNN1",-1.6448793256816474,0.0024966292961594028,True
glycogen (starch) synthase GSY1,2.2671945972407657,0.002502036897647773,True
"alpha,alpha-trehalose-phosphate synthase (UDP-forming) TPS1",1.737065431824158,0.002529022501828682,True
mannitol dehydrogenase DSF1,2.7057924226089782,0.002530636343012139,True
Cox19p,1.0785178519560237,0.002531784658836368,True
ribosomal protein P0,-1.2028410507655636,0.0025385145600571586,True
protein kinase FMP48,2.1998541332272947,0.0025451514016109965,True
bifunctional 4-hydroxy-4-methyl-2-oxoglutarate aldolase/oxaloacetate decarboxylase,1.4242250658905862,0.0025535452371692035,True
Ufe1p,1.0793685607279189,0.0025546481348716977,True
hypothetical protein,1.5489587941444185,0.0025600745327322193,True
Rrt8p,1.515241747276761,0.0025717881068216936,True
DEAH-box ATP-dependent RNA helicase PRP43,-1.1223683174256909,0.0025802660825805716,True
thioredoxin TRX2,1.0567321748011764,0.002589501401348498,True
pyridoxal 5'-phosphate synthase,1.0304006879301637,0.002631131703055363,True
glycogen phosphorylase,4.551642528852835,0.002645184992453857,True
Mic26p,1.2084118300319568,0.002655323714907413,True
Sps4p,-1.1843557152463875,0.002671093303344106,True
CDP-diacylglycerol--inositol 3-phosphatidyltransferase,-1.2871118127902976,0.0026882734052737127,True
DNA-directed RNA polymerase I subunit RPA49,-1.0785812336980634,0.002704271996383954,True
Esf1p,1.1156950469386206,0.002705736495005391,True
Bsc1p,-2.552234459666432,0.002707160434892202,True
Snf11p,1.1478657593540387,0.002709028155427972,True
alpha-glucosidase MAL12,5.117199608945141,0.0027186218388944184,True
hypothetical protein,1.300055619562701,0.002726763058091655,True
Ras GTPase activating protein IRA2,1.5051507837722147,0.0027365609239492976,True
hypothetical protein,1.0383720703741197,0.0027422543804739266,True
hypothetical protein,-1.2159930124754545,0.002750688596032119,True
RNA polymerase II subunit B1 CTD phosphatase RTR1,1.1322620944397714,0.0027958414220509327,True
phosphoribosylaminoimidazolesuccinocarboxamide synthase,-1.2616196182813235,0.0028114511275644377,True
Hms1p,1.624798208029374,0.0028388891071172186,True
ribosomal 60S subunit protein L41A,-1.542686709378044,0.002846653396565061,True
hypothetical protein,1.034617001876697,0.0028827889242203347,True
omega-class glutathione transferase,2.909543659016105,0.002883458993911323,True
Fub1p,1.5592312579041936,0.00290275483138104,True
Pkr1p,-1.027736112626469,0.0029226197190684484,True
Asi2p,1.0078679019069767,0.002929403961603582,True
transcription factor HAP4,1.459002488389939,0.0029417577420803574,True
Rmr1p,1.6339674743208477,0.002948090800773528,True
lactoylglutathione lyase GLO1,1.3403167216648502,0.003006625234761208,True
hypothetical protein,1.006039249192761,0.003009481562767453,True
proline dehydrogenase,2.429353207556185,0.0030440633263620646,True
porin POR1,1.385502536863962,0.003062668867816672,True
Ups1p,1.5637346024354803,0.0030668344929982525,True
4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase,2.827122464944069,0.003069824905338881,True
thiamine thiazole synthase,3.206845412933222,0.003072155610218314,True
hypothetical protein,2.6640135488582852,0.0030763069453737294,True
nicotinamidase,2.910478492635442,0.0030808720541190015,True
Cnl1p,1.4768959395252574,0.0031006607368502413,True
trehalose-phosphatase TPS2,2.693328870678215,0.0031094837504346915,True
putative porin POR2,-1.2639896239241901,0.003117648419571125,True
Tpo1p,-2.0480503386588156,0.0031360922959482234,True
seripauperin PAU5,1.358838693517706,0.003138215235376718,True
alcohol O-acetyltransferase,1.0224936789657386,0.0031691469244087547,True
succinate dehydrogenase assembly factor SDH5,1.9717207978627327,0.0031822153988703486,True
hypothetical protein,1.4786144349554355,0.0031878857823854335,True
hexose transporter HXT7,5.395557071692,0.0031930211762294506,True
mRNA splicing protein SMX3,1.2372719514811257,0.003198001243584445,True
aldehyde dehydrogenase (NADP(+)) ALD4,7.029815047897611,0.003198861544076415,True
hypothetical protein,3.7987135449762026,0.003202171600014431,True
Rch1p,2.3815302876512408,0.0032267289126928717,True
hypothetical protein,-1.441998874352623,0.00324851321129152,True
hypothetical protein,2.6651068727125273,0.0032685624344750298,True
superoxide dismutase SOD2,1.7859441696245497,0.0032907665222300635,True
hypothetical protein,1.725288790767177,0.003293124760227386,True
ribosomal 40S subunit protein S27B,-1.1654422705682652,0.0032968797624421007,True
Sol2p,1.3689883149513493,0.0032998064822521806,True
putative phosphatidate cytidylyltransferase,1.5798440665743403,0.003308571642408756,True
putative serine/threonine protein kinase KIN82,1.830839374968246,0.0033118634914886826,True
17-beta-hydroxysteroid dehydrogenase-like protein,2.2192967449582284,0.003332010473913641,True
Sps100p,4.594899041333012,0.0033723212032005126,True
hexose transporter HXT9,1.123646139032223,0.0033933724748397382,True
sulfonate dioxygenase,1.2270937241014477,0.0034082624797009946,True
Nas2p,1.2679646759100498,0.0034314323887134255,True
ribosomal 60S subunit protein L24B,-1.2093494436419352,0.0034345795447275093,True
hypothetical protein,1.0723463278366667,0.0034424906044168493,True
protein kinase IME2,1.3251049190815534,0.003446403346950796,True
hypothetical protein,1.4639021023104766,0.0034474719582430285,True
hexose transporter HXT6,5.587370478390236,0.003482330953668026,True
Atg29p,2.3805750157902303,0.003514364001139311,True
medium-chain fatty acid ethyl ester synthase/esterase,-2.646480711004953,0.003534646598846416,True
Hsv2p,1.0941474601737973,0.0035423188973301854,True
Rab GTPase-activating protein MSB3,1.1363449292909964,0.003543178847062171,True
hypothetical protein,4.394136289095682,0.003563467299277627,True
Bls1p,1.3101435344780277,0.003568113524043552,True
pyridoxine biosynthesis protein SNZ2,1.5504399935425854,0.0035735233231995087,True
ornithine-oxo-acid transaminase,3.5384974413060926,0.0036030460162962312,True
Srl2p,1.0957611831120175,0.0036322181128883874,True
hypothetical protein,3.4816425140046676,0.0036471130569459016,True
hypothetical protein,1.92332812804336,0.0036572194057690574,True
hypothetical protein,1.5031343699557755,0.003665116119613945,True
chorismate mutase ARO7,-1.0920939163030274,0.00369314258127236,True
phosphoglycerate mutase family protein GPM2,2.6713734342027644,0.0037248425839709505,True
hypothetical protein,3.198676191979432,0.003724879996979955,True
"glucan 1,3-beta-glucosidase",1.0539883499026335,0.003733932155830009,True
H(+)-exporting P2-type ATPase PMA1,-1.0794862524746467,0.00375424195824214,True
cytochrome c oxidase subunit VII,1.3750843963817747,0.003766524676712085,True
Rrt1p,3.356699209120499,0.0037781938248258565,True
Rog3p,1.0069376000186159,0.0037825000697347335,True
Spp2p,1.0816235998047556,0.003796325363375543,True
Nsg1p,-1.0993636192342873,0.003808839375627219,True
Bxi1p,1.5550046112978215,0.003824574133103432,True
hypothetical protein,1.4349637487470996,0.0038577155402162804,True
Osw2p,1.241597174008517,0.003868452606053315,True
hypothetical protein,1.2773914486842592,0.0038736325313999285,True
Shy1p,1.0127631963970787,0.0038840741249135625,True
phosphoribosylformylglycinamidine synthase,-1.0504852537969471,0.00389310224694497,True
Mic27p,1.444202278123094,0.003913793401458251,True
ATPase-binding protein,2.8740560162077093,0.003921289725528088,True
Ygp1p,4.742171559819445,0.003940921227064474,True
ubiquitin,2.6805365691477734,0.003943175662575052,True
Art10p,1.3663115609665208,0.003951700524420685,True
RNA binding protein SNU13,-1.1990024339457026,0.003977040183209701,True
inositol monophosphate 1-phosphatase INM2,1.6196840221749795,0.003982408526855256,True
Ddr2p,8.322134758566042,0.003988989730787861,True
putative serine/threonine protein kinase SPS1,1.3222100923486857,0.003995650274952173,True
hypothetical protein,1.3440415175708553,0.004011444764406686,True
hypothetical protein,1.1044985757047474,0.004011523208807897,True
hypothetical protein,1.049421211112163,0.004024968340021548,True
Sng1p,1.0767819312232159,0.0040306535039347875,True
glutathione-independent methylglyoxalase family protein,4.058648599417607,0.004058711789850523,True
F1F0 ATP synthase subunit i,1.2207145526968937,0.004095551206778423,True
Mum2p,1.0027677451731014,0.0041463430687324766,True
mismatch repair protein MLH3,1.2846999341597276,0.004157561825560711,True
dolichyl-phosphate-mannose-protein mannosyltransferase PMT2,-1.1087088338752347,0.0041787558482419135,True
"ditrans,polycis-polyprenyl diphosphate synthase",1.95617341918346,0.004183238421711192,True
ADP/ATP carrier protein AAC3,-2.489109379692101,0.0042037856028199205,True
cytochrome c oxidase subunit Va,1.2453140484396403,0.00421024198632329,True
Fit1p,1.307758081963678,0.00421439395573923,True
Enb1p,-2.3902884692066513,0.004240342410034277,True
Hed1p,1.6636402360551215,0.004259961283165542,True
Pet130p,1.4873150588383064,0.004276485171088634,True
Mrx9p,1.7461061421851936,0.00430254359833802,True
hypothetical protein,-1.3132036326245697,0.004313873589203057,True
hypothetical protein,1.1399950911027146,0.004320212760548891,True
hypothetical protein,1.510283180616228,0.004346948988498318,True
putative protein phosphatase regulator PIG2,3.0137996802606852,0.004374574134864838,True
putative glucosidase SUN4,-1.3365567312171907,0.004391785898276262,True
phosphopyruvate hydratase ENO1,1.8909342647611886,0.004449558888069496,True
histone demethylase,1.2350583687413854,0.004477581642042103,True
glycogen (starch) synthase GSY2,2.21932492658988,0.004481527215736206,True
recombinase DMC1,2.1800611533684133,0.004492222536533392,True
Sna4p,1.214014895655417,0.004510235494078065,True
protein SHH3,4.030883456526523,0.004516804130877507,True
cytochrome-b5 reductase,1.8138250674384588,0.004566605437872228,True
ribonuclease P,1.031984397525357,0.004629248474506215,True
Osw1p,1.6854951574629278,0.004729871878520359,True
beta-glucan synthesis-associated protein SKN1,1.8196832060297696,0.004736817483738639,True
NADPH dehydrogenase,4.157258931566382,0.004740512641694669,True
Utr5p,1.7880932688413302,0.004860499069589341,True
Lag2p,1.2362840963292911,0.0048641501768735395,True
Spo20p,1.8952500559934025,0.004882216399084287,True
succinate dehydrogenase cytochrome b subunit SDH3,1.753886203523579,0.00493982611475111,True
ubiquitin-protein ligase RMD5,1.172055000405873,0.00495486348467459,True
3'-5' poly(A) RNA exonuclease,1.3969002341162993,0.00498743839062192,True
hypothetical protein,3.4765465490120846,0.004997995756812581,True
ribosomal 60S subunit protein L39,-1.1571130263786777,0.004999018170850767,True
putative GTPase NOG2,-1.1119967888206395,0.005007026804814016,True
phosphatase regulator,1.317087253529552,0.005009904317524324,True
asparaginase ASP1,-1.2040747535039076,0.005017017002254213,True
Fmp45p,5.3037056971955945,0.00505093155315153,True
Aly2p,1.314859499528159,0.005055390083125191,True
hypothetical protein,2.0366693200748665,0.005067626163952242,True
DNA-directed RNA polymerase III core subunit RPC11,-1.0511034082925406,0.005083972759592596,True
phosphopyruvate hydratase ENO2,-1.2891359794647101,0.005102739429381413,True
hypothetical protein,2.598334168959457,0.005132681386887302,True
4-aminobutyrate transaminase,1.4958690794544331,0.005156080809378466,True
Aim39p,1.0724135436252311,0.0051618034836624135,True
ubiquitin-like protein ATG8,2.9571048468708705,0.005218560630348936,True
Rnp1p,2.3565874159868025,0.005230581385193872,True
Far7p,1.6332656529607057,0.00525708354474306,True
Atg21p,1.0596507423207129,0.005261499840960049,True
hypothetical protein,2.2102100751299414,0.005267991697005457,True
Vcx1p,1.022510681947196,0.005277716941348359,True
allantoate permease,1.0342966482790419,0.005294781719233027,True
peptidylprolyl isomerase CPR6,1.192282289350854,0.005294826104520276,True
Hsp70 family chaperone SSA4,3.561988827528187,0.0053057164537795,True
S-glutathionyl-(chloro)hydroquinone reductase,4.224360035988054,0.0053705921499832615,True
heat shock protein HSP42,4.124937304018581,0.005376486195653687,True
sulfate permease,-1.0203816663836527,0.00538758397231372,True
hypothetical protein,1.496976178835013,0.005388707585683012,True
transcriptional regulator NRG1,1.9114779595435083,0.005421858228610595,True
hypothetical protein,1.0353379749555902,0.005465328275935628,True
lipid-binding protein HSP12,7.427210949098742,0.00556334815796169,True
hypothetical protein,1.5775440018733633,0.005658396242191008,True
Nyv1p,1.3271420639409923,0.005692799856336533,True
aldo-keto reductase superfamily protein,2.461320769201448,0.005796899719527016,True
hypothetical protein,1.330103803864006,0.005798216533007306,True
"1,3-beta-glucan synthase GSC2",2.3127753742368835,0.005824549521514608,True
NAD+ transporter,1.0792687646609642,0.005877589104390545,True
Mss18p,1.1631106396574653,0.005919502700511924,True
triacylglycerol lipase,1.09530341120945,0.005950745168878559,True
hypothetical protein,1.5621220148087835,0.005968999774574706,True
triglyceride lipase ATG15,1.2814054429020993,0.006000453645649117,True
hypothetical protein,1.6688760063734795,0.006027159469433616,True
Pex15p,1.3582353859969496,0.006062356797180742,True
Izh4p,3.7541472205388917,0.006083268761301403,True
Flo11p,-1.1814729751732598,0.006162930958499859,True
hypothetical protein,-1.640345356006903,0.006249247999919038,True
DNA-directed RNA polymerase I subunit RPA34,-1.0601714824888298,0.006267048614543937,True
fatty acid elongase ELO2,-1.0633715028247392,0.0062816955073990545,True
high-affinity Cu transporter CTR3,4.722284823612126,0.00630744862369054,True
Frt1p,1.3001179454052414,0.006359814083245079,True
phenylacrylic acid decarboxylase PAD1,1.0688996793360044,0.006439801299565178,True
hypothetical protein,1.2125146640538178,0.006465266293084055,True
hypothetical protein,1.0639791094329727,0.006479841071512291,True
Glc8p,1.0890473814982746,0.006516650801753238,True
Hxt14p,1.4593990704191413,0.006523769028597209,True
SCF ubiquitin ligase complex subunit DAS1,1.0796911241611058,0.006575405379711306,True
Cyb2p,3.9721801641672903,0.0065779503848447845,True
hexose transporter HXT2,2.3676656388998056,0.006595345506686737,True
Tbs1p,1.2027535764170678,0.006603273770203417,True
mitochondrial pyruvate carrier,5.188056099747542,0.006609805831699042,True
Wsc4p,-1.0951987462651793,0.006648637390378892,True
hypothetical protein,1.940077042636286,0.006651416232089508,True
Rox1p,1.0387814737446455,0.006663825683152084,True
hypothetical protein,1.4971048484290126,0.0066679808085443595,True
Duf1p,1.0560954323869058,0.006719014626944662,True
Dan1p,1.9551495896540416,0.006752625608776659,True
putative glucokinase,2.025565438325809,0.00677784194654207,True
phosphopyruvate hydratase ERR2,2.745631737433699,0.0068571325571161815,True
Spo77p,-1.2508282268287891,0.006861646466917557,True
Ten1p,1.5049277820909226,0.006920543184495733,True
Swd3p,-1.0828512146715905,0.007007344514706973,True
E3 ubiquitin-protein ligase HEL1,1.437705395738365,0.007095109434758542,True
Slz1p,1.1014246271128085,0.007102249527429973,True
Iml2p,1.5469164964436048,0.007102721088147245,True
Nce101p,1.0455931248182209,0.007108396229490065,True
hypothetical protein,-1.3857526503720585,0.007131607735096054,True
Rcr1p,1.0650397813579628,0.007274016340707124,True
ribosomal 60S subunit protein L37B,-1.0082374083135228,0.007320850883977534,True
hexokinase 1,5.979336440706818,0.007325016120910158,True
hypothetical protein,1.2127805205306128,0.007352421260219492,True
putative pyridoxal 5'-phosphate synthase,1.0371809161488246,0.007354959628815942,True
Yap6p,1.3768269432703262,0.007375161597117457,True
putative hydrolase,1.0118597308588897,0.007376608524544016,True
MutS family protein MSH4,1.2323930798755718,0.007401002765053467,True
Ugx2p,4.047713039920515,0.00740591154746008,True
Stp4p,1.5928819967256977,0.007406680175676085,True
Brp1p,1.8311768777468669,0.007407725432819576,True
ubiquitin-binding protein,1.707899236672687,0.007409214538229788,True
holo-[acyl-carrier-protein] synthase,1.0195506371169918,0.007411231844084191,True
aspartyl aminopeptidase,1.007673358019776,0.007477921197644133,True
ATPase-stabilizing factor family protein,4.186887016830213,0.007479857264442771,True
hypothetical protein,1.8777988587606085,0.007481009568394879,True
hypothetical protein,1.444119095210739,0.00765076833064277,True
allantoin permease,1.2348044595405288,0.007657543051889504,True
inositol polyphosphate multikinase,1.309268636357892,0.007668575980052067,True
glucokinase,3.827837412634799,0.0076999383060360116,True
hypothetical protein,1.7596172927324107,0.007716766446234347,True
Pbi1p,1.256568022742571,0.007753462097899033,True
ureidoglycolate hydrolase,1.5161921054887468,0.007763720619106344,True
cyclin-dependent protein serine/threonine kinase inhibiting protein FAR1,-1.0652705706349916,0.007796535374107895,True
alpha-factor pheromone receptor STE2,-2.193622303650833,0.007854380396696743,True
hypothetical protein,-1.4685417867560036,0.00785526610156418,True
Ecm34p,2.1428551764663566,0.007880290750206801,True
hypothetical protein,1.7299065748897147,0.007907292151593042,True
Hsp30p,4.845896576860953,0.007982715663121932,True
hypothetical protein,2.865617884450205,0.007998561526365132,True
putative mannitol dehydrogenase,2.4474937740185827,0.008074289377660308,True
alcohol O-acetyltransferase,-1.655191388361407,0.008082434266200643,True
Mpc54p,2.1455150373476757,0.008236945528083406,True
Spg4p,10.285949728732518,0.008251565339760097,True
hypothetical protein,1.535068008538285,0.008252399908260552,True
Atg31p,1.0615500687017425,0.008283436207853273,True
hypothetical protein,5.011216645564449,0.008306652126020525,True
MutS family protein MSH5,1.139892740572288,0.008414495708410633,True
Bag7p,2.424778168675122,0.008422791640169717,True
hypothetical protein,1.180612989103373,0.008428031872525148,True
hypothetical protein,3.1570279727768447,0.008589536497877083,True
